0 | 2020-01-01T01:00:00 | Run | BS w tlenie 12-14km  | 60 | 30 | 142 | 150 | 0 | 0 | 0 | 0 | 0 | 84 | 3.676 | 12000 | Mocno czuję nogi po wczorajszym bieganiu
2975674614 | 2020-01-02T01:00:00 | AlpineSki | Jaworzyna | 50 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 24300 | Najszybszy zjazd na Jaworzynie
0 | 2020-01-02T02:00:00 | Swim | Rege - 3x400m | 35 | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1200 | Bardzo dobre tempo
0 | 2020-01-03T01:00:00 | Run | BS 3km+3x3km(tempo 3.40)/2min odpoczynku+1-2kmBS | 60 | 30 | 153 | 169 | 0 | 0 | 0 | 0 | 0 | 118 | 3.921 | 13400 | Bardzo mocny wiatr
0 | 2020-01-03T02:00:00 | WeightTraining | SM - Nogi + ręce + core | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 | 2020-01-04T01:00:00 | AlpineSki | Spytkowice | 35 | 20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8300 | 
0 | 2020-01-04T02:00:00 | Run | BS 12-14km w tlenie | 50 | 30 | 137 | 146 | 0 | 0 | 0 | 0 | 0 | 106 | 3.508 | 10000 | Niskie tętno, bardzo zmęczony po nartach i całym dniu jazdy
0 | 2020-01-05T01:00:00 | Run | BS 14-16km | 70 | 30 | 143 | 151 | 0 | 0 | 0 | 0 | 0 | 104 | 3.663 | 15100 | 
2988067485 | 2020-01-06T01:00:00 | BackcountrySki | Tatry - Kasprowy | 210 | 15 | 121 | 157 | 0 | 0 | 0 | 0 | 0 | 1122 | 0 | 18900 | 
0 | 2020-01-07T01:00:00 | Run | 400-600-800-800-600-400/ na przerwach 1-1,5 min | 50 | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 99 | 3.69 | 10200 | Brak pomiaru tętna
0 | 2020-01-08T01:00:00 | Run | BS w  tlenie 12km na tętno 135 | 60 | 90 | 134 | 140 | 0 | 0 | 0 | 0 | 0 | 13 | 3.448 | 12000 | Kiepski trening po saunie
0 | 2020-01-09T01:00:00 | WeightTraining | Core + ręce | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 | 2020-01-09T02:00:00 | Run | BS 8km na tetno 140-145+siła biegowa z podbiegami | 65 | 30 | 145 | 170 | 0 | 0 | 0 | 0 | 0 | 221 | 3.267 | 12400 | 7km/144/4:30
0 | 2020-01-10T01:00:00 | WeightTraining | SM - Nogi + core | 90 | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 | 2020-01-11T01:00:00 | Run | BS 2-3km + 4x2km( tempo 3.30-40)/2-3min odpoczynku+2-3km  | 65 | 10 | 151 | 175 | 0 | 0 | 0 | 0 | 0 | 15 | 3.773 | 14100 | Mocny trening
3004759243 | 2020-01-12T01:00:00 | Run | BS w  tlenie 12km na tętno 135 - Lasek | 75 | 25 | 145 | 162 | 0 | 0 | 0 | 0 | 0 | 368 | 3.095 | 13100 | 
0 | 2020-01-13T01:00:00 | WeightTraining | SM - Nogi + core | 95 | 10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 | 2020-01-14T01:00:00 | Swim | Technika | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1800 | 
0 | 2020-01-14T02:00:00 | Run | BS 3km+ 4x200/200+3-4x1km(tempo 3.23-25)/2 min odpoczynku+4x400(1min 10-12sek)/400(truchtu +1-2km BS | 70 | 20 | 143 | 177 | 0 | 0 | 0 | 0 | 0 | 10 | 3.496 | 14000 | Dobry trening, szybkie interwały - 1km@3:21-3:23 i tętno 165, 400m - tempo 3:00 (1'12)
0 | 2020-01-15T01:00:00 | Run |  BS 8-10km w tlenie(regeneracja | 50 | 80 | 134 | 140 | 0 | 0 | 0 | 0 | 0 | 10 | 3.46 | 10200 | 
0 | 2020-01-16T01:00:00 | WeightTraining | Core + gumy | 45 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 | 2020-01-16T02:00:00 | Run | 12-14km w tlenie 4.15-20 | 65 | 30 | 147 | 154 | 0 | 0 | 0 | 0 | 0 | 0 | 3.861 | 14100 | Dosyć wysokie tętno w drugiej połowie, dryf tętna
3019615017 | 2020-01-17T01:00:00 | BackcountrySki | Tatry - Kasprowy | 220 | 0 | 124 | 158 | 0 | 0 | 0 | 0 | 0 | 1070 | 0 | 15900 | 
0 | 2020-01-18T01:00:00 | Run | BS 2km+8km w II zakresie (tempo 3.55-4min)+1-2km BS | 55 | 25 | 148 | 161 | 0 | 0 | 0 | 0 | 0 | 15 | 3.984 | 12100 | Dużo niższe tętno niż 21.12
3024894583 | 2020-01-19T01:00:00 | Run | BS 16-18km w tlenie, lub lasek wolski  | 100 | 25 | 145 | 161 | 0 | 0 | 0 | 0 | 0 | 530 | 3.236 | 18500 | Dużo błota, ślisko, dużo szybsze tempo niż ostatnio na tym samym tętnie
